"customer_id";"customer_name";"date";"invoice_number";"line_number";"store_address";"product_id";"product_articl";"product_name";"quantity";"price_invoice";"line_total";"comment";"contract_name";"doc_type"
"000000638";"АМІК УКРАЇНА ПІІ";2026-08-17;"РБН00008422";3.00;"Чернігівська обл., Ніжинський р-н, с. Григоро-Iванiвка вул. Колгоспна, 14";"000001156";"46853";"Іграшка дитяча антистрес Печиво 24102314";16.00;68.58;1097.28;"Андрусенко Світлана Володимирівна 068 237 28 06 050-4123172";"Китай";"sale"
"000000638";"АМІК УКРАЇНА ПІІ";2026-08-17;"РБН00008422";1.00;"Чернігівська обл., Ніжинський р-н, с. Григоро-Iванiвка вул. Колгоспна, 14";"000000975";"45741";"Іграшка антистрес Каченя Блискуче ATY111";12.00;52.50;630.00;"Андрусенко Світлана Володимирівна 068 237 28 06 050-4123172";"Китай";"sale"
"000000638";"АМІК УКРАЇНА ПІІ";2026-08-17;"РБН00008422";2.00;"Чернігівська обл., Ніжинський р-н, с. Григоро-Iванiвка вул. Колгоспна, 14";"000000831";"44155";"Іграшка антистрес Мишиня в сирі ТМ Тискуни ATY002";12.00;51.78;621.36;"Андрусенко Світлана Володимирівна 068 237 28 06 050-4123172";"Китай";"sale"
"000000638";"АМІК УКРАЇНА ПІІ";2026-08-17;"РБН00008422";4.00;"Чернігівська обл., Ніжинський р-н, с. Григоро-Iванiвка вул. Колгоспна, 14";"000001002";"45706";"Щітка склоочисника безкаркасна 19 GoodView";2.00;114.96;229.92;"Андрусенко Світлана Володимирівна 068 237 28 06 050-4123172";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008428";1.00;"Закарпатська обл., м. Виноградів, вул. І.Франка";"000000918";"45023";"Автомобільний зарядний пристрій Remzona Treneas 30W CCAA-06BK";5.00;256.80;1284.00;"";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008428";2.00;"Закарпатська обл., м. Виноградів, вул. І.Франка";"000001053";"46412";"Кабель Rem. Лайтінг 1мCUL1-03BK";10.00;114.24;1142.40;"";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008420";3.00;"Миколаївська область, м. Миколаїв, Інгульський район, пр-т Богоявленський, буд. 21-А";"000001053";"46412";"Кабель Rem. Лайтінг 1мCUL1-03BK";2.00;114.24;228.48;"Шмаленко Ігор Олександрович 067-214-59-21 + 20шт стоп-локи";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008420";2.00;"Миколаївська область, м. Миколаїв, Інгульський район, пр-т Богоявленський, буд. 21-А";"000001058";"46417";"Кабель Rem. USB-C (Type-C) 2мCUC2-03BK";2.00;154.26;308.52;"Шмаленко Ігор Олександрович 067-214-59-21 + 20шт стоп-локи";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008420";4.00;"Миколаївська область, м. Миколаїв, Інгульський район, пр-т Богоявленський, буд. 21-А";"000000994";"45752";"Мережевий зарядний пристрій Giwell One 18W CHA-02WT";2.00;269.04;538.08;"Шмаленко Ігор Олександрович 067-214-59-21 + 20шт стоп-локи";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008420";1.00;"Миколаївська область, м. Миколаїв, Інгульський район, пр-т Богоявленський, буд. 21-А";"000000629";"41294";"AUX кабель боковий з пружиною. CJJ1-01BK";2.00;90.84;181.68;"Шмаленко Ігор Олександрович 067-214-59-21 + 20шт стоп-локи";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008419";3.00;"Миколаївська область, Миколаївський район, селище Каравелове, вул. Дорожна, буд. 3-А";"000000994";"45752";"Мережевий зарядний пристрій Giwell One 18W CHA-02WT";2.00;269.04;538.08;"Шмаленко Ігор Олександрович 067-214-59-21 + 20шт стоп-локи";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008419";2.00;"Миколаївська область, Миколаївський район, селище Каравелове, вул. Дорожна, буд. 3-А";"000001053";"46412";"Кабель Rem. Лайтінг 1мCUL1-03BK";2.00;114.24;228.48;"Шмаленко Ігор Олександрович 067-214-59-21 + 20шт стоп-локи";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008419";1.00;"Миколаївська область, Миколаївський район, селище Каравелове, вул. Дорожна, буд. 3-А";"000001058";"46417";"Кабель Rem. USB-C (Type-C) 2мCUC2-03BK";2.00;154.26;308.52;"Шмаленко Ігор Олександрович 067-214-59-21 + 20шт стоп-локи";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008431";4.00;"Харківська область, м. Харків, Новобаварський район, вул. Дудинської, буд. 42";"000001055";"46414";"Кабель Rem. USB-C (Type-C) 1мCUC1-03BK";2.00;125.70;251.40;"Логачова Оксана Романівна 067-322-99-92";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008431";6.00;"Харківська область, м. Харків, Новобаварський район, вул. Дудинської, буд. 42";"000001059";"46418";"Кабель Rem. з кон. USB-C (Type-C) 100W 1.2м CCC1-04BK";2.00;169.26;338.52;"Логачова Оксана Романівна 067-322-99-92";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008431";5.00;"Харківська область, м. Харків, Новобаварський район, вул. Дудинської, буд. 42";"000001053";"46412";"Кабель Rem. Лайтінг 1мCUL1-03BK";2.00;114.24;228.48;"Логачова Оксана Романівна 067-322-99-92";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008431";7.00;"Харківська область, м. Харків, Новобаварський район, вул. Дудинської, буд. 42";"000000920";"45024";"Автомобільний зарядний пристрій Remzona Treneas Acey 30W CCAC-02BK";2.00;270.06;540.12;"Логачова Оксана Романівна 067-322-99-92";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008431";8.00;"Харківська область, м. Харків, Новобаварський район, вул. Дудинської, буд. 42";"000000918";"45023";"Автомобільний зарядний пристрій Remzona Treneas 30W CCAA-06BK";2.00;256.80;513.60;"Логачова Оксана Романівна 067-322-99-92";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008431";9.00;"Харківська область, м. Харків, Новобаварський район, вул. Дудинської, буд. 42";"000000912";"45035";"Бездротова зарядка Remzona Airchar 20W Matt Black WCH-01BK";2.00;422.82;845.64;"Логачова Оксана Романівна 067-322-99-92";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008431";2.00;"Харківська область, м. Харків, Новобаварський район, вул. Дудинської, буд. 42";"000000630";"41295";"AUX кабель прямий. CJJ1-02BK";3.00;110.58;331.74;"Логачова Оксана Романівна 067-322-99-92";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008431";3.00;"Харківська область, м. Харків, Новобаварський район, вул. Дудинської, буд. 42";"000000620";"41285";"Кабель MicroUSB для зарядки та синхронізації пристроїв.CUM1-01BL";3.00;115.62;346.86;"Логачова Оксана Романівна 067-322-99-92";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008431";1.00;"Харківська область, м. Харків, Новобаварський район, вул. Дудинської, буд. 42";"000000629";"41294";"AUX кабель боковий з пружиною. CJJ1-01BK";2.00;90.84;181.68;"Логачова Оксана Романівна 067-322-99-92";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008431";10.00;"Харківська область, м. Харків, Новобаварський район, вул. Дудинської, буд. 42";"000000233";"30390";"Ліхтар портативний, світлодіодний в комплекті з елем. жив. ТО2";2.00;112.68;225.36;"Логачова Оксана Романівна 067-322-99-92";"Китай";"sale"
"000000212";"ПП  ""УКРПАЛЕТСИСТЕМ""";2026-08-17;"РБН00008434";1.00;"Львівська обл,с.Підберезці,вул.Галицька,15";"000000632";"41297";"AUX кабель з Lightning конектором. CJL1-01WT";4.00;211.68;846.72;"Климків Ганна Михайлівна 38096-228-51-91";"Китай";"sale"
"000000212";"ПП  ""УКРПАЛЕТСИСТЕМ""";2026-08-17;"РБН00008434";11.00;"Львівська обл,с.Підберезці,вул.Галицька,15";"000000906";"45029";"Мережевий заряд. пристрій Remzona Giwell Acey 33W CHAC-02BK";6.00;437.94;2627.64;"Климків Ганна Михайлівна 38096-228-51-91";"Китай";"sale"
"000000212";"ПП  ""УКРПАЛЕТСИСТЕМ""";2026-08-17;"РБН00008434";9.00;"Львівська обл,с.Підберезці,вул.Галицька,15";"000000920";"45024";"Автомобільний зарядний пристрій Remzona Treneas Acey 30W CCAC-02BK";4.00;270.06;1080.24;"Климків Ганна Михайлівна 38096-228-51-91";"Китай";"sale"
"000000212";"ПП  ""УКРПАЛЕТСИСТЕМ""";2026-08-17;"РБН00008434";2.00;"Львівська обл,с.Підберезці,вул.Галицька,15";"000000987";"45745";"Автомобільний тримач для телефону PH-08BK";4.00;253.56;1014.24;"Климків Ганна Михайлівна 38096-228-51-91";"Китай";"sale"
"000000212";"ПП  ""УКРПАЛЕТСИСТЕМ""";2026-08-17;"РБН00008434";3.00;"Львівська обл,с.Підберезці,вул.Галицька,15";"000001039";"46402";"AUX  кабель Remzona прямий CJJ1-02BL";6.00;110.58;663.48;"Климків Ганна Михайлівна 38096-228-51-91";"Китай";"sale"
"000000212";"ПП  ""УКРПАЛЕТСИСТЕМ""";2026-08-17;"РБН00008434";4.00;"Львівська обл,с.Підберезці,вул.Галицька,15";"000001053";"46412";"Кабель Rem. Лайтінг 1мCUL1-03BK";6.00;114.24;685.44;"Климків Ганна Михайлівна 38096-228-51-91";"Китай";"sale"
"000000212";"ПП  ""УКРПАЛЕТСИСТЕМ""";2026-08-17;"РБН00008434";8.00;"Львівська обл,с.Підберезці,вул.Галицька,15";"000000995";"45753";"Мережевий Зарядний пристрій Rem GiwellTwin 36W CHAA-03WT";6.00;315.78;1894.68;"Климків Ганна Михайлівна 38096-228-51-91";"Китай";"sale"
"000000212";"ПП  ""УКРПАЛЕТСИСТЕМ""";2026-08-17;"РБН00008434";6.00;"Львівська обл,с.Підберезці,вул.Галицька,15";"000001070";"46429";"Автомобільний тримач для телефону  Remzona PH-09BK";4.00;146.58;586.32;"Климків Ганна Михайлівна 38096-228-51-91";"Китай";"sale"
"000000212";"ПП  ""УКРПАЛЕТСИСТЕМ""";2026-08-17;"РБН00008434";7.00;"Львівська обл,с.Підберезці,вул.Галицька,15";"000001059";"46418";"Кабель Rem. з кон. USB-C (Type-C) 100W 1.2м CCC1-04BK";6.00;169.26;1015.56;"Климків Ганна Михайлівна 38096-228-51-91";"Китай";"sale"
"000000212";"ПП  ""УКРПАЛЕТСИСТЕМ""";2026-08-17;"РБН00008434";5.00;"Львівська обл,с.Підберезці,вул.Галицька,15";"000001055";"46414";"Кабель Rem. USB-C (Type-C) 1мCUC1-03BK";6.00;125.70;754.20;"Климків Ганна Михайлівна 38096-228-51-91";"Китай";"sale"
"000000212";"ПП  ""УКРПАЛЕТСИСТЕМ""";2026-08-17;"РБН00008434";10.00;"Львівська обл,с.Підберезці,вул.Галицька,15";"000001388";"49496";"Автомобільний зарядний пристрій Remzona Treneas 15W CCAA-05BL";6.00;162.96;977.76;"Климків Ганна Михайлівна 38096-228-51-91";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008444";4.00;"Рівненська обл., Сарненський район, м. Дубровиця, вул. Воробинська, буд. 185 б";"000001306";"48856";"Мережевий зарядний пристрій Giwell Duo C4 GaN 45W CHCC-04BK";5.00;550.02;2750.10;"Кирикович Тетяна Володимирівна (067)-965-15-95";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008444";3.00;"Рівненська обл., Сарненський район, м. Дубровиця, вул. Воробинська, буд. 185 б";"000001304";"48854";"Мережевий зарядний пристрій Giwell One C4 GaN 45W CHC-04BK";5.00;498.84;2494.20;"Кирикович Тетяна Володимирівна (067)-965-15-95";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008444";1.00;"Рівненська обл., Сарненський район, м. Дубровиця, вул. Воробинська, буд. 185 б";"000000990";"45748";"Пластина-кільце для магнітного тримача Remzona MSH-02";10.00;47.64;476.40;"Кирикович Тетяна Володимирівна (067)-965-15-95";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008444";2.00;"Рівненська обл., Сарненський район, м. Дубровиця, вул. Воробинська, буд. 185 б";"000000991";"45749";"Кільце-тримач для телефона Remzona MSH-03";5.00;46.26;231.30;"Кирикович Тетяна Володимирівна (067)-965-15-95";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008450";1.00;"Рівненська обл., Корецький р-н., м. Корець, вул. Київська, буд. 150-А";"000000917";"45022";"Автомобільний зарядний пристрій Remzona Treneas 15W CCAA-05BК";5.00;162.96;814.80;"";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008450";3.00;"Рівненська обл., Корецький р-н., м. Корець, вул. Київська, буд. 150-А";"000000918";"45023";"Автомобільний зарядний пристрій Remzona Treneas 30W CCAA-06BK";5.00;256.80;1284.00;"";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008450";5.00;"Рівненська обл., Корецький р-н., м. Корець, вул. Київська, буд. 150-А";"000001385";"49499";"Автомобільний зарядний пристрій Remzona Treneas Acey 30W CCAC-02BL ";5.00;270.06;1350.30;"";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008450";4.00;"Рівненська обл., Корецький р-н., м. Корець, вул. Київська, буд. 150-А";"000001388";"49496";"Автомобільний зарядний пристрій Remzona Treneas 15W CCAA-05BL";5.00;162.96;814.80;"";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008450";2.00;"Рівненська обл., Корецький р-н., м. Корець, вул. Київська, буд. 150-А";"000001070";"46429";"Автомобільний тримач для телефону  Remzona PH-09BK";5.00;182.16;910.80;"";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008438";1.00;"Хмельницька область, Хмельницький район, село Копистин, автодорога М12 Стрий-Тернопіль-Кіровоград-Знам'янка (253 км + 175 м ліворуч)";"000001400";"49959";"Брелок з іграшкою 7см MYK026";4.00;122.22;488.88;"П'янковський Віктор Владиславович 067-503-31-67 +шоубокс";"Китай";"sale"
"000000121";"УКPНAФТА ПАТ";2026-08-17;"РБН00008438";11.00;"Хмельницька область, Хмельницький район, село Копистин, автодорога М12 Стрий-Тернопіль-Кіровоград-Знам'янка (253 км + 175 м ліворуч)";"000001306";"48856";"Мережевий зарядний пристрій Giwell Duo C4 GaN 45W CHCC-04BK";4.00;550.02;2200.08;"П'янковський Віктор Владиславович 067-503-31-67 +шоубокс";"Китай";"sale"
